identifier,accessLevel,contactPoint,programCode,description,title,distribution,license,bureauCode,modified,publisher,keyword
06990e38-8749-4170-9b48-713b5e2d402d,public,"{""hasEmail"": ""mailto:amy.tabb@ars.usda.gov"", ""fn"": ""Tabb, Amy""}","[""005:037""]","<p>This record contains videos of apple trees acquired from a ground vehicle throughout the growing season at the USDA-ARS-AFRS (United States Department of Agriculture - Agricultural Research Service - Appalachian Fruit Research Station).   Research in precision management methods in orchard crops revolve around locating objects of interest, namely flowers, fruitlets, and fruit, autonomously.  This dataset is provided so that researchers without access to research plots or mature trees can experiment with the data acquired during the course of an ongoing project on apple flower estimation in images.  The trees shown in these videos have a mixture of colors and growth habits.  In particular, the four varieties represent one of each of the Lespinasse ideotypes.</p>
<p>Reviewers of ""Multi-species fruit flower detection using a refined semantic segmentation network"" please find the relevant dataset here: <a href=""http://dx.doi.org/10.15482/USDA.ADC/1423466"">Data from: Multi-species fruit flower detection using a refined semantic segmentation network</a></p>
","Video data of flowers, fruitlets, and fruit in apple trees during the 2017 growing season at USDA-ARS-AFRS","[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/April13_2017_0_through_4.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/April13_2017_5.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/April_14_2017_0_through_4.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/April_14_2017_5_through_6.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/April_14_2017_7.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/Apr20_2017_0_through_7.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/April_18_2017_0_through_3.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/April_18_2017_4_through_7.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/April_18_2017_8.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/Apr20_2017_8.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/Apr26_2017_0_through_7.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/Apr26_2017_8.zip"", ""format"": ""zip"", ""mediaType"": ""application/zip""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2018-03-05,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""algorithms"", ""apple"", ""flower"", ""fruit"", ""fruitlet"", ""NP305"", ""orchard automation"", ""precision agriculture""]"
Walnutmeteorologic_jjm_2015-03-26_1049,public,"{""hasEmail"": ""mailto:tim.keefer@ars.usda.gov"", ""fn"": ""Keefer, Tim""}","[""005:037""]","<p>The Southwest Watershed Research Center (SWRC) has operated Walnut Gulch Experimental Watershed (WGEW), located in the vicinity of Tombstone, Arizona, for more than 50 years. A 17 year (1990-2006) meteorological and soil hydrology database has been established by the USDA Agricultural Research Service, SWRC. Data have been acquired at 3 automated weather stations, 5 soil profile trench sites, and 19 locations dispersed across the watershed colocated with recording rain gauges. Meteorological elements measured at the weather stations include air temperature, relative humidity, wind speed, wind direction, barometric pressure, solar radiation, photosynthetically active radiation, and net radiation. Net radiation is measured at LHMet and KENMet. A single sensor is used to measure each variable at each AWS. Barometric pressure is sampled once and output at the output time step; all other sensors are sampled every 10 seconds and averaged at the output time step, either 20 or 60 minutes. Manufacturer supplied calibration or conversion factors are employed to report output in standard units.</p>
","Walnut Gulch Experimental Watershed, Arizona (Meteorologic)","[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""ftp://www-ftp.tucson.ars.ag.gov/metDAP/MeteorologicalSiteData/"", ""format"": ""out"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""ftp://www-ftp.tucson.ars.ag.gov/metDAP/MetandSoil_ColumnHeaders.pdf"", ""format"": ""pdf"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2019-01-14,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""environment"", ""farming"", ""iso metadata"", ""NP211""]"
WalnutPrecipitation_jjm_2015-03-20_1018,public,"{""hasEmail"": ""mailto:gerardo.armendariz@ars.usda.gov"", ""fn"": ""Armendariz, Gerardo""}","[""005:037""]","<p>An extensive precipitation database at the 149 km2 Walnut Gulch Experimental Watershed (WGEW) has been developed over the past 53 years with the first records starting in August 1953 and continuing to the present. The WGEW is a tributary of the San Pedro River, surrounds the town of Tombstone in southeastern Arizona, and has a drainage area of approximately 149 km2. Elevation of the watershed ranges from 1220 m to 1950 m above mean sea level (MSL). Average annual precipitation for the period of 1956-2005, as measured with six gauges, is roughly 312 mm, with approximately 60% falling during the summer monsoon. Precipitation consists almost solely of rainfall with relatively rare instances of hail and snowfall. From a historical high of 95 rain gauges, a current network of 88 gauges is operational. This constitutes one of the densest rain gauge networks in the world (0.6 gauges/km2) for watersheds greater than 10 km2. Through 1999, the network consisted of analog recording weighing rain gauges. In 2000, a newly designed digital gauge with telemetry was placed adjacent (1 m) to the analog gauges. Both the analog and digital networks of gauges were in operation from 2000 to 2005 to enable a comparative analysis of the two systems. The analog data were digitized from paper charts and were stored in breakpoint format. The digital data consist of rainfall depths at 1-min intervals during periods of rainfall.</p>
","Walnut Gulch Experimental Watershed, Arizona (Precipitation)","[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/dap/aggregate.asp"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/dap/event.asp"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/dap/digital/aggregate.asp"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/dap/digital/event.asp"", ""format"": ""html"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2019-01-13,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""environment"", ""farming"", ""iso metadata"", ""NP211""]"
WalnutRunoff_jjm_2015-03-23_1223,public,"{""hasEmail"": ""mailto:gerardo.armendariz@ars.usda.gov"", ""fn"": ""Armendariz, Gerardo""}","[""005:037""]","<p>The Walnut Gulch Experimental Watershed (WGEW) runoff database has the longest period of record of runoff in the world for a semiarid location, with data collection beginning in 1953. Runoff occurs at Walnut Gulch primarily as a result of convective thunderstorms during the months of July through September. Runoff volume and flow duration are correlated with drainage area as a result of the limited areal extent of runoff producing rainfall and transmission losses or infiltration of the flood wave into the channel alluvium. Runoff is measured at three ranges of watershed size: small, 0.0018-0.059 km2; medium, 0.35-1.60 km2; and large, 2.27-149 km2. The small watersheds are termed ‘‘unit source area watersheds'' and were established to quantify the interaction of rainfall intensity patterns, soils, vegetation, and management on the rates and amounts runoff and sediment production. The medium watersheds were established at preexisting small earthen dams or stock tanks to obtain inexpensive measurements of storm runoff volume and annual sediment yield. The large watersheds were established to quantify the effects of the spatial and temporal variability of thunderstorm rainfall and channel characteristics on water yield, peak discharge, and sediment yield. Runoff was originally measured using a stilling well, float, and analog stage recorders (Stevens A-35, Friez FD-4, Friez FW-1) with mechanical clocks to record the timing of the event. In 1999, digital recorders consisting of potentiometers attached to the stilling well gear mechanism and a Campbell Scientific CR-10 data logger were added to all of the runoff measurement stations. At present, both the analog and digital data are being collected and are archived.</p>
","Walnut Gulch Experimental Watershed, Arizona (Runoff)","[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/dap/runoff_aggregate.asp"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/dap/runoff_event.asp"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/dap/digital/runoff_aggregate.asp"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/dap/digital/runoff_event.asp"", ""format"": ""html"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2019-01-13,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""environment"", ""farming"", ""iso metadata"", ""NP211""]"
WalnutSediment_jjm_2015-03-23_1301,public,"{""hasEmail"": ""mailto:gerardo.armendariz@ars.usda.gov"", ""fn"": ""Armendariz, Gerardo""}","[""005:037""]","<p>The Walnut Gulch Experimental Watershed (WGEW) sediment collection program, established in 1953, provides event-based data for semiarid rangeland erosion, sediment transport, and yield research. Sediment loads carried through the channel network on the WGEW are high, but are typical of semiarid rangelands, and are influenced by soils, geologic parent material, and geomorphology. Typical monsoon thunderstorm generated flows in dryland regions are characterized by high velocities, short durations, and heavy and coarse sediment loads. Sediment is measured in conjunction with discharge measurements [Stone et al., 2008] that are integral to converting sample values to runoff event-based values. Sampling initiated in the 1960s was done with point intake pump samplers. The single point sampler intake tubes were later replaced with tubes that rise in response to flow and are perforated to collect depth integrated samples. Sampling with each of these systems is limited to suspended sediment smaller than the 0.635 cm diameter of the intake slots. Pump samplers are in use at the outlet of small watersheds where overland flow is the dominant hydrologic driver of sediment transport, and particles are small. As watershed size increases on the WGEW, in general, the channel network can dominate sediment delivery processes as it evolves to carry an increasingly coarse, and vertically sorted, sediment load. A traversing slot sediment sampler was designed in response to limitations of alternative sampling methods such as the pump sampler. The data collection network was expanded in 2002 and pit traps were added below the overfall at flumes 63.103 and 63.104. Analysis of these data, and efforts to process and make available the historic data, are ongoing.</p>
","Walnut Gulch Experimental Watershed, Arizona (Sediment)","[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.tucson.ars.ag.gov/DAPsed/SedimentData.aspx"", ""format"": ""html"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2019-01-13,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""environment"", ""farming"", ""iso metadata"", ""NP211""]"
WalnutKendall_jjm_2015-03-20_1241,public,"{""hasEmail"": ""mailto:gerardo.armendariz@ars.usda.gov"", ""fn"": ""Armendariz, Gerardo""}","[""005:037""]","<p>Atmospheric carbon dioxide and moisture concentrations were measured with an infrared gas analyzer (IRGA) (LI-6262, LI-COR, Inc. Lincoln, Nebraska, USA). Measurements were made from 1997 through the present at the Kendall site. The meteorological data and Bowen ratio energy balance systems (BREB) (Model 023/CO2 Campbell Scientific Inc., Logan, Utah, USA) data are used to calculate carbon dioxide and evapotranspiration (ET) fluxes. The stored Bowen ration instrument data from the measurement site were transmitted by radio daily to our research station in Tombstone, AZ. From there, they were transferred through an Internet connection to Tucson, AZ. The data were then divided into 5-day increments and inserted into a Quattro1 Pro spreadsheet file which had all the formulations to calculate flux of soil heat, latent heat, sensible heat, evapotranspiration rates (ET), and CO2 rates on the 20-min time step of the data. All instrument and calculated data were graphed in the spreadsheet file and thoroughly reviewed for any instrument problems or data stream collection issues.<br />
               Carbon dioxide and water fluxes are important components of watershed function. In order to study carbon dioxide and water flux as they exist over the Walnut Gulch Experimental Watershed (WGEW), two sites were selected on the basis of their ecosystem composition, one site being dominated by shrubs and the other a grass dominated plant community. The grass site is identified as Kendall (109560800W, 314401000N; elevation; 1526 m). The soils at the Kendall site are a complex of Stronghold (coarse-loamy, mixed, thermic Ustollic Calciorthids), Elgin (fine, mixed, thermic, Ustollic Paleargids), and McAllister (fine-loamy, mixed, thermic, Ustollic Haplargids) soils, with Stronghold the dominant soil [NRCS Soil Survey, 2003]. Slopes range from 4 to 9%. The Stronghold surface A horizon (0-3 cm) contains 670 g kg1 sand, 160 g kg1 silt, and 170 g kg1 clay with 790 g kg1 coarse fragments &gt;2 mm, 11 g kg1 organic carbon, and 7 g kg1 inorganic carbon. Vegetation is dominated by herbaceous plants, predominately black grama (Bouteloua eriopoda (Torr.) Torr.), sideoats grama (Bouteloua curtipendula (Michx.) Torr.), three-awn (Aristida sp.) and cane beardgrass (Bothriochloa barbinodis (Lag.) Herter). Vegetation canopy height at the grass site ranged from 0.4 to 0.7 m during the growing season.</p>
","Walnut Gulch Experimental Watershed, Kendall (Carbon Dioxide and Water Flux)","[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ars.usda.gov/sp2UserFiles/Place/53424500/DAP/DAPflux/Kendall.zip"", ""format"": ""xlsx"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2019-01-13,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""environment"", ""farming"", ""iso metadata""]"
WalnutLuckyHills_jjm_2015-03-20_1241,public,"{""hasEmail"": ""mailto:bill.emmerich@ars.usda.gov"", ""fn"": ""Emmerich, Williams""}","[""005:037""]","<p>The meteorological data and Bowen ratio energy balance systems (BREB) (Model 023/CO2 Campbell Scientific Inc., Logan, Utah, USA) data are used to calculate carbon dioxide and evapotranspiration (ET) fluxes at Lucky Hills. The stored Bowen ration instrument data from the measurement site were transmitted by radio daily to our research station in Tombstone, AZ. From there, they were transferred through an Internet connection to Tucson, AZ. The data were then divided into 5-day increments and inserted into a Quattro1 Pro spreadsheet file which had all the formulations to calculate flux of soil heat, latent heat, sensible heat, evapotranspiration rates (ET), and CO2 rates on the 20-min time step of the data. All instrument and calculated data were graphed in the spreadsheet file and thoroughly reviewed for any instrument problems or data stream collection issues. The shrub site is known as Lucky Hills, elevation 1372 m. The soil at this site is coarse-loamy, mixed, thermic Ustochreptic Calciorthids) with 3 to 8% slopes [NRCS Soil Survey, 2003]. The surface A horizon (0-6 cm) contains 650 g kg1 sand, 290 g kg1 silt, and 60 g kg1 clay with 290 g kg1 coarse fragments &gt;2 mm, 8 g kg1 organic carbon, and 21 g kg1 inorganic carbon. Vegetation is dominated by creosotebush (Larrea tridentata (D.C.) Cov.), whitethorn Acacia (Acacia constricta Benth. (Fabaceae)), and tarbush (Flourensia cernua D.C. (Asteraceae)). Vegetation canopy height maintained an almost constant 1 m height.<br />
               Carbon dioxide and water fluxes are important components of watershed function. In order to study carbon dioxide and water flux as they exist over the Walnut Gulch Experimental Watershed (WGEW), two sites were selected on the basis of their ecosystem composition, one site being dominated by shrubs and the other a grass dominated plant community. Lucky Hills is the shrub site. Measurements were made from 1997 through the present at the two sites.</p>
","Walnut Gulch Experimental Watershed, Lucky Hills (Carbon Dioxide and Water Flux)","[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ars.usda.gov/sp2UserFiles/Place/53424500/DAP/DAPflux/LuckyHills.zip"", ""format"": ""xlsx"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2019-01-22,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""environment"", ""farming"", ""iso metadata"", ""NP211""]"
dfb7da4e-9370-41d5-86ae-068c60c193e8,public,"{""hasEmail"": ""mailto:Chi-hua.Huang@ars.usda.gov"", ""fn"": ""Huang, Chi Hua""}","[""005:037""]","<p>The Water Erosion Prediction Project (WEPP) model is a process-based, distributed parameter, continuous simulation, erosion prediction model for use on personal computers running Windows 95/98/NT/2000/XP/Vista/Windows7. The current model version (v2012.8) available for download is applicable to hillslope erosion processes (sheet and rill erosion), as well as simulation of the hydrologic and erosion processes on small watersheds. Included in the download package is the WEPP model (version 2012.8), WEPP Windows interface (August 2012), CLIGEN climate generators (versions 4.3 and 5.3), documentation and example data.</p>
<p>The objective of the Water Erosion Prediction Project is to develop new generation prediction technology for use by the USDA-Natural Resources Conservation Service, USDA-Forest Service, USDI-Bureau of Land Management, and others involved in soil and water conservation and environmental planning and assessment. This improved erosion prediction technology is based on modern hydrologic and erosion science, is process-oriented, and is computer-implemented. This document is a detailed description of the WEPP erosion model as developed for application to small watersheds and hillslope profiles within those watersheds. The WEPP erosion model is a continuous simulation computer program which predicts soil loss and sediment deposition from overland flow on hillslopes, soil loss and sediment deposition from concentrated flow in small channels, and sediment deposition in impoundments. In addition to the erosion components, it also includes a climate component which uses a stochastic generator to provide daily weather information, a hydrology component which is based on a modified Green-Ampt infiltration equation and solutions of the kinematic wave equations, a daily water balance component, a plant growth and residue decomposition component, and an irrigation component. The WEPP model computes spatial and temporal distributions of soil loss and deposition, and provides explicit estimates of when and where in a watershed or on a hillslope that erosion is occurring so that conservation measures can be selected to most effectively control soil loss and sediment yield.</p>
",Water Erosion Prediction Project (WEPP),"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/wepp/research/"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/wepp-user-requirements.pdf"", ""format"": ""pdf"", ""mediaType"": ""application/pdf""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/wepp_usersum.pdf"", ""format"": ""pdf"", ""mediaType"": ""application/pdf""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.nal.usda.gov/system/files/wepp_addendum1.pdf"", ""format"": ""pdf"", ""mediaType"": ""application/pdf""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/wepp/wepp-downloads/"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://www.ars.usda.gov/midwest-area/west-lafayette-in/national-soil-erosion-research/docs/wepp/"", ""format"": ""html"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2017-12-28,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""climate models"", ""computer software"", ""computers"", ""hydrology"", ""models"", ""rill erosion"", ""Water Erosion Prediction Project"", ""watersheds""]"
32e862d6-8bcf-4655-8b97-ccea7687baa6,public,"{""hasEmail"": ""mailto:STORET@epa.gov"", ""fn"": ""EPA STORET""}","[""005:037""]","<p>The Water Quality Portal (WQP) is a cooperative service sponsored by the United States Geological Survey (USGS), the Environmental Protection Agency (EPA), and the National Water Quality Monitoring Council (NWQMC). It serves data collected by over 400 state, federal, tribal, and local agencies. Water quality data can be downloaded in Excel, CSV, TSV, and KML formats. Fourteen site types are found in the WQP: aggregate groundwater use, aggregate surface water use, atmosphere, estuary, facility, glacier, lake, land, ocean, spring, stream, subsurface, well, and wetland. Water quality characteristic groups include physical conditions, chemical and bacteriological water analyses, chemical analyses of fish tissue, taxon abundance data, toxicity data, habitat assessment scores, and biological index scores, among others. Within these groups, thousands of water quality variables registered in the EPA Substance Registry Service (<a href=""https://iaspub.epa.gov/sor_internet/registry/substreg/home/overview/home.do"">https://iaspub.epa.gov/sor_internet/registry/substreg/home/overview/home.do</a>) and the Integrated Taxonomic Information System (<a href=""https://www.itis.gov/"">https://www.itis.gov/</a>) are represented. Across all site types, physical characteristics (e.g., temperature and water level) are the most common water quality result type in the system.</p>
<p>The Water Quality Exchange data model (WQX; <a href=""http://www.exchangenetwork.net/data-exchange/wqx/"">http://www.exchangenetwork.net/data-exchange/wqx/</a>), initially developed by the Environmental Information Exchange Network, was adapted by EPA to support submission of water quality records to the EPA STORET Data Warehouse [USEPA, 2016], and has subsequently become the standard data model for the WQP.</p>
<p>Contributing organizations:</p>
<ul>
<li>ACWI</li>
</ul>
<p>The Advisory Committee on Water Information (ACWI) represents the interests of water information users and professionals in advising the federal government on federal water information programs and their effectiveness in meeting the nation's water information needs.</p>
<ul>
<li>ARS</li>
</ul>
<p>The Agricultural Research Service (ARS) is the U.S. Department of Agriculture's chief in-house scientific research agency, whose job is finding solutions to agricultural problems that affect Americans every day, from field to table. ARS conducts research to develop and transfer solutions to agricultural problems of high national priority and provide information access and dissemination to, among other topics, enhance the natural resource base and the environment. Water quality data from STEWARDS, the primary database for the USDA/ARS Conservation Effects Assessment Project (CEAP) are ingested into WQP via a web service.</p>
<ul>
<li>EPA</li>
</ul>
<p>The Environmental Protection Agency (EPA) gathers and distributes water quality monitoring data collected by states, tribes, watershed groups, other federal agencies, volunteer groups, and universities through the Water Quality Exchange framework in the STORET Warehouse.</p>
<ul>
<li>NWQMC</li>
</ul>
<p>The National Water Quality Monitoring Council (NWQMC) provides a national forum for coordination of comparable and scientifically defensible methods and strategies to improve water quality monitoring, assessment, and reporting. It also promotes partnerships to foster collaboration, advance the science, and improve management within all elements of the water quality monitoring community.</p>
<ul>
<li>USGS</li>
</ul>
<p>The United States Geological Survey (USGS) investigates the occurrence, quantity, quality, distribution, and movement of surface waters and ground waters and disseminates the data to the public, state, and local governments, public and private utilities, and other federal agencies involved with managing the United States' water resources.</p>
",Water Quality Portal,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://www.waterqualitydata.us/portal_userguide/"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://www.waterqualitydata.us/"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.exchangenetwork.net/data-exchange/wqx/"", ""format"": ""html"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2019-02-21,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""National Water Quality Monitoring Council"", ""NP211"", ""NWQMC"", ""Water Quality Portal"", ""WQP""]"
c75ee153-4c2c-494d-a69d-6d0abfdeb0b5,public,"{""hasEmail"": ""mailto:noemailprovided@usa.gov"", ""fn"": ""Chamorro, Maria Lourdes and Franz, Nico""}","[""005:037""]","<p>The Weevils of North America (WoNA) (<a href=""http://symbiota4.acis.ufl.edu/scan/portal/checklists/checklist.php?cl=1"">http://symbiota4.acis.ufl.edu/scan/portal/checklists/checklist.php?cl=1</a>) is an emerging resource for occurrence information, habitus photographs, legacy descriptions, and interactive identification keys for the almost 400 genera and 3300 species of weevils (Coleoptera: Curculionoidea) in North America, led by the Arizona State University Frank F. Hasbrouck Insect Collection (ASUHIC) group (NMF) and the Systematic Entomology Laboratory (USDA-SEL) (MLC). The majority of specimens stem from the Charles W. O'Brien (CWOB) weevil collection, and Dr. O'Brien's vast and generous contributions to this effort are hereby kindly acknowledged. We also acknowledge support from the United States Department of Agriculture.</p>
",Weevils of North America (WoNA),"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://symbiota4.acis.ufl.edu/scan/portal/checklists/checklist.php?cl=1"", ""format"": ""html"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2018-10-29,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""Coleoptera"", ""Curculionidae"", ""NP304"", ""systematics"", ""Weevils""]"
knb-lter-jrn.210169002.69,public,"{""hasEmail"": ""mailto:datamanager@jornada-vmail.nmsu.edu"", ""fn"": ""Jornada Basin LTER""}","[""005:037""]","<p>Wet atmospheric fallout (wetfall occurring as precipitation) is collected monthly using an Aerochem Metrics wetfall/dryfall collector located at the LTER weather station. Each sample is analyzed for NO3, NH4, Cl, SO4, Ca, Mg, Na, K, Total N, & Total P.</p>
",Wetfall deposition chemistry data,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://jornada.nmsu.edu/content/wetfall-deposition-chemistry-data"", ""format"": ""html"", ""mediaType"": ""text/html""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://jornada.nmsu.edu/sites/jornada.nmsu.edu/files/data_files/JornadaStudy_169_npp_atmospheric_deposition_adc_dust_collection_wetfall_data.csv"", ""format"": ""csv"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2019-01-21,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""biota"", ""climatologyMeteorologyAtmosphere"", ""environment"", ""farming"", ""geoscientificInformation"", ""iso metadata"", ""NP216""]"
9b2bceae-5da1-457e-9a08-bd401b310530,public,"{""hasEmail"": ""mailto:Alanna.Moshfegh@ars.usda.gov"", ""fn"": ""Moshfegh, Alanna J.""}","[""005:037""]","<p>What We Eat in America (WWEIA) is the dietary intake interview component of the National Health and Nutrition Examination Survey (NHANES).<br />
WWEIA is conducted as a partnership between the U.S. Department of Agriculture (USDA) and the U.S. Department of Health and Human Services (DHHS). Two days of 24-hour dietary recall data are collected through an initial in-person interview, and a second interview conducted over the telephone within three to 10 days. Participants are given three-dimensional models (measuring cups and spoons, a ruler, and two household spoons) and/or USDA's Food Model Booklet (containing drawings of various sizes of glasses, mugs, bowls, mounds, circles, and other measures) to estimate food amounts. WWEIA data are collected using USDA's dietary data collection instrument, the Automated Multiple-Pass Method (AMPM). The AMPM is a fully computerized method for collecting 24-hour dietary recalls either in-person or by telephone. </p>
<p>For each 2-year data release cycle, the following dietary intake data files are available:</p>
<ul><strong>Individual Foods File</strong> - Contains one record per food for each survey participant. Foods are identified by USDA food codes. Each record contains information about when and where the food was consumed, whether the food was eaten in combination with other foods, amount eaten, and amounts of nutrients provided by the food.</ul>
<ul><strong>Total Nutrient Intakes File</strong> - Contains one record per day for each survey participant. Each record contains daily totals of food energy and nutrient intakes, daily intake of water, intake day of week, total number foods reported, and whether intake was usual, much more than usual or much less than usual. The Day 1 file also includes salt use in cooking and at the table; whether on a diet to lose weight or for other health-related reason and type of diet; and frequency of fish and shellfish consumption (examinees one year or older, Day 1 file only).</ul>
<p>DHHS is responsible for the sample design and data collection, and USDA is responsible for the survey’s dietary data collection methodology, maintenance of the databases used to code and process the data, and data review and processing. USDA also funds the collection and processing of Day 2 dietary intake data, which are used to develop variance estimates and calculate usual nutrient intakes.</p>
",What We Eat In America (WWEIA) Database,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://www.ars.usda.gov/News/docs.htm?docid=13793"", ""format"": ""html"", ""mediaType"": ""text/html""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:18""]",2017-12-11,"{""@type"": ""org:Organization"", ""name"": ""USDA NAL""}","[""AMPM"", ""Automated Multiple-Pass Method"", ""choline"", ""dietary intake"", ""energy intakes"", ""food components"", ""food energy"", ""meals"", ""NHANES"", ""NP107"", ""nutrient intakes"", ""snacks"", ""vitamin B12"", ""vitamin D"", ""vitamin E"", ""What We Eat In America"", ""WWEIA""]"
